filename,framerate,width,height,frame_count,duration_secs
146_litfl_other.mp4,15.0,480.0,360.0,45.0,3.0
147_litfl_other.mp4,12.0,480.0,360.0,36.0,3.0
148_litfl_other.mp4,12.0,480.0,360.0,26.0,2.17
149_litfl_other.mp4,15.0,480.0,360.0,18.0,1.2
14_butterfly_covid.mp4,19.35,880.0,1080.0,104.0,5.37
150_litfl_other.mp4,15.0,480.0,360.0,28.0,1.87
151_litfl_pneumonia.mp4,15.0,480.0,360.0,42.0,2.8
152_radio_normal.mp4,25.0,314.0,270.0,131.0,5.24
153_radio_pneumonia.mp4,30.0,338.0,314.0,223.0,7.43
154_radio_other.mp4,30.0,522.0,386.0,195.0,6.5
155_radio_other.mp4,30.0,520.0,386.0,201.0,6.7
156_radio_other.mp4,10.0,562.0,490.0,31.0,3.1
157_core_other.mp4,30.0,928.0,464.0,180.0,6.0
158_core_pneumonia.mp4,30.0,1920.0,1080.0,181.0,6.03
159_core_other.mp4,30.0,1920.0,840.0,180.0,6.0
15_butterfly_covid.mp4,19.33,1928.0,1080.0,88.0,4.55
160_core_other.mp4,30.0,1920.0,840.0,180.0,6.0
161_core_other.mp4,30.0,1920.0,1080.0,224.0,7.47
162_core_other.mp4,30.0,1920.0,1080.0,224.0,7.47
163_core_other.mp4,30.0,792.0,470.0,182.0,6.07
164_core_normal.mp4,25.11,792.0,484.0,150.0,5.97
165_core_other.mp4,30.0,792.0,470.0,179.0,5.97
166_core_other.mp4,30.0,792.0,470.0,181.0,6.03
167_core_other.mp4,30.0,792.0,470.0,121.0,4.03
168_core_other.mp4,30.0,792.0,470.0,181.0,6.03
169_core_other.mp4,30.0,792.0,470.0,180.0,6.0
16_butterfly_covid.mp4,30.0,720.0,1236.0,700.0,23.33
170_core_pneumonia.mp4,30.0,792.0,470.0,182.0,6.07
171_core_pneumonia.mp4,30.0,792.0,470.0,179.0,5.97
172_core_other.mp4,25.0,792.0,470.0,167.0,6.68
173_core_other.mp4,25.0,792.0,470.0,150.0,6.0
174_core_covid.mp4,30.0,1920.0,1080.0,77.0,2.57
17_butterfly_covid.mp4,19.4,1928.0,1080.0,77.0,3.97
18_butterfly_covid.mp4,21.31,880.0,1080.0,102.0,4.79
19_butterfly_covid.mp4,20.35,880.0,1080.0,81.0,3.98
1_butterfly_covid.mp4,19.57,880.0,1080.0,65.0,3.32
20_butterfly_normal.mp4,30.0,720.0,1236.0,733.0,24.43
21_butterfly_normal.mp4,21.4,880.0,1080.0,100.0,4.67
23_grepmed_pneumonia.mp4,25.0,816.0,540.0,252.0,10.08
24_grepmed_covid.mp4,21.71,960.0,720.0,225.0,10.36
25_grepmed_pneumonia.mp4,30.0,1280.0,720.0,418.0,13.93
26_grepmed_covid.mp4,20.9,720.0,720.0,70.0,3.35
27_grepmed_pneumonia.mp4,15.19,480.0,360.0,91.0,5.99
28_grepmed_normal.mp4,14.29,302.0,336.0,39.0,2.73
29_grepmed_covid.mp4,25.0,600.0,436.0,75.0,3.0
2_butterfly_covid.mp4,30.0,720.0,1236.0,818.0,27.27
30_grepmed_covid.mp4,15.0,800.0,652.0,69.0,4.6
31_grepmed_covid.mp4,58.76,720.0,1076.0,365.0,6.21
32_grepmed_pneumonia.mp4,29.97,816.0,540.0,302.0,10.08
33_grepmed_covid.mp4,36.45,960.0,720.0,116.0,3.18
34_grepmed_pneumonia.mp4,45.7,800.0,600.0,458.0,10.02
35_grepmed_covid.mp4,20.84,720.0,720.0,361.0,17.32
36_grepmed_normal.mp4,25.0,720.0,540.0,85.0,3.4
37_grepmed_pneumonia.mp4,30.0,962.0,720.0,187.0,6.23
38_grepmed_pneumonia.mp4,30.0,800.0,600.0,300.0,10.0
39_grepmed_normal.mp4,60.0,1280.0,720.0,157.0,2.62
3_butterfly_covid.mp4,19.21,1928.0,1080.0,91.0,4.74
40_grepmed_pneumonia.mp4,33.63,500.0,354.0,114.0,3.39
41_grepmed_pneumonia.mp4,25.17,600.0,406.0,151.0,6.0
42_grepmed_covid.mp4,30.0,640.0,480.0,159.0,5.3
43_litfl_pneumonia.mp4,29.97,720.0,540.0,115.0,3.84
44_litfl_pneumonia.mp4,23.98,720.0,540.0,18.0,0.75
45_litfl_pneumonia.mp4,23.98,720.0,540.0,21.0,0.88
46_litfl_pneumonia.mp4,20.0,720.0,540.0,16.0,0.8
47_litfl_pneumonia.mp4,30.0,720.0,540.0,18.0,0.6
48_litfl_pneumonia.mp4,23.98,720.0,540.0,14.0,0.58
49_pocusatlas_covid.gif,10.0,600.0,600.0,76,7.6
4_butterfly_covid.mp4,21.3,880.0,1080.0,109.0,5.12
50_pocusatlas_covid.gif,10.0,600.0,600.0,83,8.3
51_pocusatlas_covid.gif,10.0,600.0,1025.0,40,4.0
52_pocusatlas_covid.gif,10.0,600.0,1025.0,40,4.0
53_pocusatlas_covid.gif,10.0,598.0,430.0,41,4.1
54_pocusatlas_covid.gif,10.0,590.0,423.0,39,3.9
55_pocusatlas_covid.gif,25.0,600.0,436.0,75,3.0
56_pocusatlas_covid.gif,10.0,600.0,410.0,30,3.0
57_pocusatlas_covid.gif,10.0,493.0,368.0,32,3.2
58_pocusatlas_covid.gif,10.0,600.0,450.0,30,3.0
59_pocusatlas_covid.gif,10.0,240.0,320.0,30,3.0
5_butterfly_covid.mp4,30.0,860.0,1080.0,249.0,8.3
60_pocusatlas_covid.gif,10.0,600.0,384.0,30,3.0
61_pocusatlas_covid.gif,10.0,600.0,492.0,21,2.1
62_pocusatlas_normal.gif,10.0,492.0,376.0,60,6.0
63_pocusatlas_covid.gif,30.0,440.0,312.0,137,4.57
64_pocusatlas_pneumonia.gif,10.0,394.0,394.0,59,5.9
65_pocusatlas_pneumonia.gif,10.0,600.0,410.0,60,6.0
66_pocusatlas_covid.gif,10.0,309.0,299.0,41,4.1
67_pocusatlas_covid.gif,30.0,299.0,303.0,183,6.1
68_pocusatlas_pneumonia.gif,10.0,282.0,290.0,30,3.0
69_pocusatlas_pneumonia.gif,10.0,600.0,450.0,40,4.0
6_butterfly_covid.mp4,30.0,720.0,1236.0,641.0,21.37
70_pocusatlas_pneumonia.gif,10.0,324.0,249.0,30,3.0
71_pocusatlas_normal.gif,10.0,600.0,450.0,59,5.9
72_pocusatlas_pneumonia.gif,10.0,632.0,414.0,36,3.6
73_pocusatlas_covid.gif,10.0,439.0,595.0,46,4.6
74_pocusatlas_covid.gif,14.99,463.0,480.0,46,3.07
75_pocusatlas_pneumonia.gif,10.0,600.0,409.0,61,6.1
76_pocusatlas_normal.gif,10.0,600.0,338.0,60,6.0
77_pocusatlas_normal.gif,10.0,237.0,293.0,60,6.0
78_pocusatlas_normal.gif,10.0,480.0,480.0,109,10.9
79_pocusatlas_pneumonia.gif,10.0,442.0,309.0,31,3.1
7_butterfly_covid.mp4,19.25,880.0,1080.0,126.0,6.55
80_pocusatlas_pneumonia.gif,10.0,198.0,197.0,30,3.0
81_butterfly_covid.mp4,24.23,760.0,1080.0,243.0,10.03
82_butterfly_covid.mp4,21.36,760.0,1080.0,52.0,2.43
83_butterfly_covid.mp4,21.78,632.0,1080.0,76.0,3.49
84_butterfly_covid.mp4,24.32,624.0,1080.0,114.0,4.69
85_butterfly_covid.mp4,22.76,736.0,1080.0,155.0,6.81
86_butterfly_covid.mp4,19.17,760.0,1080.0,287.0,14.97
87_butterfly_covid.mp4,21.04,736.0,1080.0,177.0,8.41
88_butterfly_covid.mp4,19.5,760.0,1080.0,107.0,5.49
89_butterfly_covid.mp4,21.06,736.0,1080.0,179.0,8.5
8_butterfly_covid.mp4,21.2,880.0,1080.0,109.0,5.14
90_butterfly_covid.mp4,20.85,760.0,1080.0,145.0,6.95
91_butterfly_covid.mp4,21.59,736.0,1080.0,402.0,18.62
92_butterfly_covid.mp4,21.86,736.0,1080.0,113.0,5.17
93_butterfly_covid.mp4,23.11,736.0,1080.0,109.0,4.72
94_butterfly_covid.mp4,21.07,760.0,1080.0,300.0,14.24
95_litfl_other.mp4,15.0,480.0,360.0,45.0,3.0
96_litfl_other.mp4,15.0,480.0,360.0,42.0,2.8
97_litfl_other.mp4,15.0,480.0,360.0,29.0,1.93
98_litfl_other.mp4,15.0,480.0,360.0,149.0,9.93
99_litfl_other.mp4,15.0,480.0,360.0,46.0,3.07
9_butterfly_covid.mp4,19.13,1928.0,1080.0,80.0,4.18
